rna-seq/idxstats/Chicken_Heart_10_1469.idxstats.txt	23495461
rna-seq/idxstats/Chicken_Kidney_10_1505.idxstats.txt	30029390
rna-seq/idxstats/Chicken_Liver_10_1506.idxstats.txt	22506025
rna-seq/idxstats/Chicken_Cerebellum_10_1723.idxstats.txt	49617177
rna-seq/idxstats/Chicken_Cerebellum_10_1735.idxstats.txt	30668114
rna-seq/idxstats/Chicken_Heart_10_1736.idxstats.txt	25260465
rna-seq/idxstats/Chicken_Kidney_10_1730.idxstats.txt	30768786
rna-seq/idxstats/Chicken_Testis_10_1722.idxstats.txt	37574741
rna-seq/idxstats/Chicken_Heart_12_1470.idxstats.txt	26022327
rna-seq/idxstats/Chicken_Brain_12_1353.idxstats.txt	17433804
rna-seq/idxstats/Chicken_Cerebellum_12_1533.idxstats.txt	33600679
rna-seq/idxstats/Chicken_Kidney_12_1534.idxstats.txt	28991105
rna-seq/idxstats/Chicken_Liver_12_1610.idxstats.txt	28032834
rna-seq/idxstats/Chicken_Brain_14_1420.idxstats.txt	22325213
rna-seq/idxstats/Chicken_Brain_14_1612.idxstats.txt	17763050
rna-seq/idxstats/Chicken_Cerebellum_14_1613.idxstats.txt	31652726
rna-seq/idxstats/Chicken_Kidney_14_1433.idxstats.txt	29736717
rna-seq/idxstats/Chicken_Liver_14_1434.idxstats.txt	24491061
rna-seq/idxstats/Chicken_Liver_14_1616.idxstats.txt	20692037
rna-seq/idxstats/Chicken_Ovary_14_1617.idxstats.txt	24891680
rna-seq/idxstats/Chicken_Heart_14_1340.idxstats.txt	25810794
rna-seq/idxstats/Chicken_Heart_14_1548.idxstats.txt	30363165
rna-seq/idxstats/Chicken_Brain_17_1628.idxstats.txt	20161939
rna-seq/idxstats/Chicken_Heart_17_2476.idxstats.txt	27857289
rna-seq/idxstats/Chicken_Kidney_17_1484.idxstats.txt	26569964
rna-seq/idxstats/Chicken_Kidney_17_1631.idxstats.txt	20745087
rna-seq/idxstats/Chicken_Liver_17_1485.idxstats.txt	20556819
rna-seq/idxstats/Chicken_Liver_17_1634.idxstats.txt	18191514
rna-seq/idxstats/Chicken_Ovary_17_1427.idxstats.txt	23042900
rna-seq/idxstats/Chicken_Brain_17_1620.idxstats.txt	16948576
rna-seq/idxstats/Chicken_Heart_17_1474.idxstats.txt	29142336
rna-seq/idxstats/Chicken_Kidney_17_1480.idxstats.txt	28734312
rna-seq/idxstats/Chicken_Kidney_17_1623.idxstats.txt	23000473
rna-seq/idxstats/Chicken_Liver_17_1481.idxstats.txt	19269657
