"Supplementary Table 2: Description of the 1,893 libraries that comprise the mammalian evo-devo resource "														
														
library ID	Used library?	Species (strain)	Organ	Developmental stage	Sex	Sequencing runs (machine run lane)	Stage (detail)	Total number reads	Total number aligned reads	% aligned reads	Extraction protocol	RQN	RIN	HDBR ID
2839	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e13.5	Male	OBIWAN 116 lane 8	13.5 days	21470261	21352319	99%	QIAgen RNeasy QIAzol	8	NA	NA
2840	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e13.5	Male	VADER 174 lane 2	13.5 days	28884528	28574188	99%	QIAgen RNeasy QIAzol	7.7	NA	NA
2841	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e13.5	Male	WINDU 14 lane 5	13.5 days	26512679	26281716	99%	QIAgen RNeasy QIAzol	8.1	NA	NA
2842	Yes	Mouse (CD-1 (RjOrl:SWISS))	Testis	e13.5	Male	OBIWAN 91 lane 7	13.5 days	36724924	36148844	98%	QIAgen RNeasy QIAzol	9.1	NA	NA
3916	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e13.5	Male	VADER 183 lane 1	13.5 days	39185979	38527711	98%	QIAgen RNeasy QIAzol	8.5	NA	NA
3921	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e13.5	Male	WINDU 2 lane 4	13.5 days	26310026	25952176	99%	QIAgen RNeasy QIAzol	7.2	NA	NA
5359	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e13.5	Male	WINDU 65 lane 8	13.5 days	15277755	15026635	98%	QIAgen RNeasy DTT	9.9	NA	NA
2223	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e14.5	Male	VADER 138 lane 2	14.5 days	21389764	21264298	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2224	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e14.5	Male	VADER 138 lane 2	14.5 days	23796138	23596525	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2225	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e14.5	Male	VADER 194 lane 8 / VADER 138 lane 2	14.5 days	31990545	31734690	99%	QIAgen RNeasy QIAzol	8.3	NA	NA
2226	Yes	Mouse (CD-1 (RjOrl:SWISS))	Testis	e14.5	Male	VADER 194 lane 8 / VADER 138 lane 2	14.5 days	29188776	28980325	99%	QIAgen RNeasy QIAzol	9.3	NA	NA
2227	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e14.5	Female	VADER 138 lane 2	14.5 days	23978072	23776265	99%	QIAgen RNeasy QIAzol	8.3	NA	NA
2228	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e14.5	Female	VADER 138 lane 2	14.5 days	22814947	22664139	99%	QIAgen RNeasy QIAzol	8.7	NA	NA
2229	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e14.5	Female	OBIWAN 67 lane 5	14.5 days	30957426	30513043	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2230	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	e14.5	Female	OBIWAN 67 lane 5	14.5 days	26000812	25760555	99%	QIAgen RNeasy QIAzol	8.2	NA	NA
2233	Yes	Mouse (CD-1 (RjOrl:SWISS))	Testis	e14.5	Male	VADER 150 lane 6	14.5 days	82710401	81453262	98%	QIAgen RNeasy QIAzol	8.9	NA	NA
2237	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e14.5	Male	VADER 142 lane 5 / OBIWAN 100 lane 1	14.5 days	35025559	33633235	96%	QIAgen RNeasy QIAzol	9	NA	NA
2238	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e14.5	Male	VADER 142 lane 5	14.5 days	32233862	31635319	98%	QIAgen RNeasy QIAzol	8.9	NA	NA
2239	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e14.5	Male	VADER 142 lane 5	14.5 days	26488363	26017528	98%	QIAgen RNeasy QIAzol	8.8	NA	NA
2243	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e14.5	Female	OBIWAN 67 lane 5	14.5 days	40953998	40482245	99%	QIAgen RNeasy QIAzol	9	NA	NA
2244	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e14.5	Female	VADER 142 lane 5	14.5 days	46554501	45743630	98%	QIAgen RNeasy QIAzol	8.9	NA	NA
2245	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e14.5	Female	VADER 142 lane 5	14.5 days	26234547	25725694	98%	QIAgen RNeasy QIAzol	9	NA	NA
2246	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	e14.5	Female	VADER 142 lane 5	14.5 days	31255697	30790746	99%	QIAgen RNeasy QIAzol	8	NA	NA
2459	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e14.5	Male	OBIWAN 91 lane 7	14.5 days	34451917	34131210	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2460	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e14.5	Male	OBIWAN 114 lane  1	14.5 days	20105167	19916190	99%	QIAgen RNeasy QIAzol	8.9	NA	NA
2461	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e14.5	Male	OBIWAN 114 lane  1	14.5 days	32474865	32114724	99%	QIAgen RNeasy QIAzol	8.3	NA	NA
2462	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e14.5	Male	OBIWAN 114 lane  1	14.5 days	19754835	19577061	99%	QIAgen RNeasy QIAzol	7.3	NA	NA
2487	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e14.5	Female	OBIWAN 114 lane  1	14.5 days	30907936	30629067	99%	QIAgen RNeasy QIAzol	8.2	NA	NA
2488	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e14.5	Female	OBIWAN 114 lane  1	14.5 days	34094280	33860128	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2185	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e15.5	Male	OBIWAN 57 lane 3	15.5 days	25310748	24331766	96%	QIAgen RNeasy QIAzol	8.3	NA	NA
2186	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e15.5	Male	OBIWAN 57 lane 3	15.5 days	30589019	29542607	97%	QIAgen RNeasy QIAzol	8.4	NA	NA
2187	Yes	Mouse (CD-1 (RjOrl:SWISS))	Testis	e15.5	Male	OBIWAN 57 lane 3	15.5 days	22477117	21979804	98%	QIAgen RNeasy QIAzol	9	NA	NA
2188	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e15.5	Male	OBIWAN 57 lane 4	15.5 days	36272930	35395825	98%	QIAgen RNeasy QIAzol	8.3	NA	NA
2189	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e15.5	Female	OBIWAN 57 lane 3	15.5 days	31121392	30329304	97%	QIAgen RNeasy QIAzol	8.3	NA	NA
2190	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e15.5	Female	OBIWAN 57 lane 3	15.5 days	29894431	29120751	97%	QIAgen RNeasy QIAzol	8	NA	NA
2191	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	e15.5	Female	OBIWAN 57 lane 3	15.5 days	34010184	33081198	97%	QIAgen RNeasy QIAzol	8.5	NA	NA
2192	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e15.5	Female	OBIWAN 57 lane 3	15.5 days	34272443	33371818	97%	QIAgen RNeasy QIAzol	6.9	NA	NA
2193	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e15.5	Male	OBIWAN 57 lane 4	15.5 days	28266745	27597367	98%	QIAgen RNeasy QIAzol	8.4	NA	NA
2194	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e15.5	Male	OBIWAN 57 lane 4	15.5 days	29377190	28647429	98%	QIAgen RNeasy QIAzol	8.6	NA	NA
2195	Yes	Mouse (CD-1 (RjOrl:SWISS))	Testis	e15.5	Male	OBIWAN 57 lane 3	15.5 days	29808018	29365385	99%	QIAgen RNeasy QIAzol	8.9	NA	NA
2196	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e15.5	Male	OBIWAN 57 lane 4	15.5 days	28110667	27382644	97%	QIAgen RNeasy QIAzol	8.2	NA	NA
2215	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	e15.5	Female	OBIWAN 57 lane 6	15.5 days	20464124	20235040	99%	QIAgen RNeasy QIAzol	9	NA	NA
2218	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e15.5	Female	OBIWAN 57 lane 6	15.5 days	22358929	22093278	99%	QIAgen RNeasy QIAzol	8.2	NA	NA
2219	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e15.5	Female	VADER 139 lane 8	15.5 days	19169554	17643822	92%	QIAgen RNeasy QIAzol	7.8	NA	NA
2247	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e15.5	Female	VADER 139 lane 8	15.5 days	25546200	24065928	94%	QIAgen RNeasy QIAzol	8.8	NA	NA
2504	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e15.5	Male	OBIWAN 114 lane  2	15.5 days	24076729	23990571	100%	QIAgen RNeasy QIAzol	8.9	NA	NA
2505	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e15.5	Male	OBIWAN 114 lane  2	15.5 days	14507465	14439190	100%	QIAgen RNeasy QIAzol	8.9	NA	NA
2506	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e15.5	Male	OBIWAN 114 lane  2	15.5 days	21986778	21877978	100%	QIAgen RNeasy QIAzol	8.6	NA	NA
2507	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e15.5	Male	OBIWAN 114 lane  2	15.5 days	23978947	23876955	100%	QIAgen RNeasy QIAzol	8.9	NA	NA
2508	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e15.5	Female	OBIWAN 114 lane  2	15.5 days	18721816	18595252	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2509	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e15.5	Female	OBIWAN 114 lane  2	15.5 days	24540507	24427468	100%	QIAgen RNeasy QIAzol	8.9	NA	NA
2510	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e15.5	Female	OBIWAN 114 lane  2	15.5 days	23400040	23291556	100%	QIAgen RNeasy QIAzol	8.7	NA	NA
2511	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e15.5	Female	OBIWAN 116 lane 7	15.5 days	17417673	17313639	99%	QIAgen RNeasy QIAzol	8.7	NA	NA
2254	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e16.5	Female	OBIWAN 61 lane 3	16.5 days	22354782	22088610	99%	QIAgen RNeasy QIAzol	8.8	NA	NA
2255	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e16.5	Female	OBIWAN 61 lane 3	16.5 days	25100109	24733805	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2256	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e16.5	Female	OBIWAN 61 lane 3	16.5 days	23510679	23022517	98%	QIAgen RNeasy QIAzol	8.5	NA	NA
2257	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e16.5	Male	OBIWAN 61 lane 3	16.5 days	24341434	24049863	99%	QIAgen RNeasy QIAzol	8.1	NA	NA
2258	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e16.5	Male	OBIWAN 61 lane 3 / OBIWAN 100 lane 2	16.5 days	49140715	48834680	99%	QIAgen RNeasy QIAzol	8.3	NA	NA
2269	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	e16.5	Female	VADER 139 lane 8 / OBIWAN 100 lane 1	16.5 days	48126094	47129623	98%	QIAgen RNeasy QIAzol	8.6	NA	NA
2270	Yes	Mouse (CD-1 (RjOrl:SWISS))	Testis	e16.5	Male	VADER 139 lane 8 / OBIWAN 100 lane 4	16.5 days	46438813	44603634	96%	QIAgen RNeasy QIAzol	8.5	NA	NA
2271	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	e16.5	Female	VADER 142 lane 5	16.5 days	25218109	24875304	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2272	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e16.5	Male	VADER 146 lane 7	16.5 days	39648644	38881910	98%	QIAgen RNeasy QIAzol	7.4	NA	NA
2273	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e16.5	Female	VADER 139 lane 8	16.5 days	22602114	20779611	92%	QIAgen RNeasy QIAzol	7.9	NA	NA
2274	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e16.5	Female	VADER 146 lane 7	16.5 days	34720524	33672627	97%	QIAgen RNeasy QIAzol	7.6	NA	NA
2275	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e16.5	Female	VADER 146 lane 7	16.5 days	30144819	29375635	97%	QIAgen RNeasy QIAzol	7.5	NA	NA
2276	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e16.5	Male	VADER 139 lane 8	16.5 days	30031169	27918393	93%	QIAgen RNeasy QIAzol	7.8	NA	NA
2277	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e16.5	Male	VADER 146 lane 7	16.5 days	35668639	35258313	99%	QIAgen RNeasy QIAzol	7.7	NA	NA
2278	Yes	Mouse (CD-1 (RjOrl:SWISS))	Testis	e16.5	Male	VADER 146 lane 7	16.5 days	36180765	35382912	98%	QIAgen RNeasy QIAzol	8.1	NA	NA
2279	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e16.5	Male	VADER 139 lane 8	16.5 days	20835005	19217506	92%	QIAgen RNeasy QIAzol	7.8	NA	NA
2512	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e16.5	Male	OBIWAN 116 lane 7	16.5 days	29828847	29685759	100%	QIAgen RNeasy QIAzol	8.5	NA	NA
2513	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e16.5	Male	OBIWAN 116 lane 7	16.5 days	36479974	36254255	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2514	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e16.5	Male	OBIWAN 116 lane 7	16.5 days	31705121	31319262	99%	QIAgen RNeasy QIAzol	7.7	NA	NA
2515	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e16.5	Male	OBIWAN 116 lane 7	16.5 days	30545244	30370866	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2585	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e16.5	Female	OBIWAN 116 lane 7	16.5 days	30100758	29909995	99%	QIAgen RNeasy QIAzol	7.6	NA	NA
2586	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e16.5	Female	OBIWAN 116 lane 7	16.5 days	15067840	14968622	99%	QIAgen RNeasy QIAzol	9	NA	NA
2587	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e16.5	Female	OBIWAN 116 lane 7	16.5 days	42440868	42085468	99%	QIAgen RNeasy QIAzol	7.7	NA	NA
2588	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e16.5	Female	WINDU 14 lane 1	16.5 days	34289796	34020029	99%	QIAgen RNeasy QIAzol	8.1	NA	NA
2118	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e17.5	Male	VADER 136 lane 1	17.5 days	19370582	19088301	99%	QIAgen RNeasy QIAzol	8	NA	NA
2157	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e17.5	Male	VADER 136 lane 1	17.5 days	26462169	26121074	99%	QIAgen RNeasy QIAzol	8.5	NA	NA
2158	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e17.5	Male	VADER 136 lane 1	17.5 days	21258020	20993466	99%	QIAgen RNeasy QIAzol	8.1	NA	NA
2159	Yes	Mouse (CD-1 (RjOrl:SWISS))	Testis	e17.5	Male	OBIWAN 57 lane 4	17.5 days	32687678	31831856	97%	QIAgen RNeasy QIAzol	8.7	NA	NA
2160	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e17.5	Male	VADER 136 lane 4	17.5 days	20440142	20153370	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2161	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e17.5	Male	VADER 136 lane 1	17.5 days	22779484	22522453	99%	QIAgen RNeasy QIAzol	8.5	NA	NA
2162	Yes	Mouse (CD-1 (RjOrl:SWISS))	Testis	e17.5	Male	OBIWAN 57 lane 4	17.5 days	29382080	28753429	98%	QIAgen RNeasy QIAzol	8.8	NA	NA
2163	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e17.5	Female	VADER 136 lane 1	17.5 days	22965078	22655304	99%	QIAgen RNeasy QIAzol	8.9	NA	NA
2164	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e17.5	Female	VADER 136 lane 1	17.5 days	27197123	26876662	99%	QIAgen RNeasy QIAzol	8.9	NA	NA
2165	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e17.5	Female	VADER 136 lane 4 / OBIWAN 100 lane 5	17.5 days	50903544	50290106	99%	QIAgen RNeasy QIAzol	8.7	NA	NA
2166	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e17.5	Female	VADER 136 lane 1	17.5 days	21745285	21382727	98%	QIAgen RNeasy QIAzol	8.4	NA	NA
2168	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	e17.5	Female	VADER 136 lane 1	17.5 days	25584031	25235434	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2221	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	e17.5	Female	OBIWAN 57 lane 6	17.5 days	19622391	19387353	99%	QIAgen RNeasy QIAzol	8.9	NA	NA
2222	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e17.5	Female	OBIWAN 57 lane 6 / OBIWAN 100 lane 1	17.5 days	52119406	51619832	99%	QIAgen RNeasy QIAzol	7.1	NA	NA
2281	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e17.5	Female	VADER 146 lane 7	17.5 days	29782665	28885019	97%	QIAgen RNeasy QIAzol	7	NA	NA
2284	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e17.5	Male	VADER 146 lane 7	17.5 days	28849415	27816046	96%	QIAgen RNeasy QIAzol	8.8	NA	NA
2589	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e17.5	Male	WINDU 14 lane 1	17.5 days	17417841	17305266	99%	QIAgen RNeasy QIAzol	8.5	NA	NA
2590	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e17.5	Male	WINDU 14 lane 1	17.5 days	39575684	39161466	99%	QIAgen RNeasy QIAzol	7.8	NA	NA
2591	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e17.5	Male	WINDU 14 lane 1	17.5 days	28119548	27854749	99%	QIAgen RNeasy QIAzol	8.5	NA	NA
2592	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e17.5	Male	WINDU 14 lane 1	17.5 days	29109695	28938616	99%	QIAgen RNeasy QIAzol	7.8	NA	NA
2593	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e17.5	Female	WINDU 14 lane 1	17.5 days	30645100	30424219	99%	QIAgen RNeasy QIAzol	8	NA	NA
2594	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e17.5	Female	WINDU 14 lane 1	17.5 days	25722243	25553007	99%	QIAgen RNeasy QIAzol	7.7	NA	NA
2595	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e17.5	Female	WINDU 14 lane 1	17.5 days	37418179	37162744	99%	QIAgen RNeasy QIAzol	7.8	NA	NA
2596	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e17.5	Female	WINDU 14 lane 2	17.5 days	30058688	29867882	99%	QIAgen RNeasy QIAzol	7.9	NA	NA
2307	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e18.5	Male	VADER 145 lane 5	18.5 days	44006660	43053530	98%	QIAgen RNeasy QIAzol	8.8	NA	NA
2308	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e18.5	Male	VADER 145 lane 5	18.5 days	35522169	34718674	98%	QIAgen RNeasy QIAzol	8.8	NA	NA
2309	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e18.5	Male	OBIWAN 67 lane 6	18.5 days	24488059	24166540	99%	QIAgen RNeasy QIAzol	7.9	NA	NA
2310	Yes	Mouse (CD-1 (RjOrl:SWISS))	Testis	e18.5	Male	VADER 145 lane 6	18.5 days	23110351	22712666	98%	QIAgen RNeasy QIAzol	8.6	NA	NA
2313	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e18.5	Female	VADER 145 lane 6	18.5 days	34677587	34290292	99%	QIAgen RNeasy QIAzol	9	NA	NA
2314	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e18.5	Female	VADER 145 lane 6	18.5 days	52587621	51455811	98%	QIAgen RNeasy QIAzol	8.8	NA	NA
2315	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e18.5	Female	OBIWAN 67 lane 6	18.5 days	31565953	31105028	99%	QIAgen RNeasy QIAzol	8	NA	NA
2316	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	e18.5	Female	VADER 145 lane 6	18.5 days	46973196	45569362	97%	QIAgen RNeasy QIAzol	8.6	NA	NA
2317	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e18.5	Male	OBIWAN 67 lane 6	18.5 days	22787287	22455084	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2318	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e18.5	Male	OBIWAN 67 lane 6	18.5 days	29568178	29134392	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2319	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e18.5	Male	OBIWAN 67 lane 6	18.5 days	25352006	24998366	99%	QIAgen RNeasy QIAzol	8	NA	NA
2323	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	e18.5	Female	OBIWAN 67 lane 8	18.5 days	32142198	31781670	99%	QIAgen RNeasy QIAzol	8.5	NA	NA
2324	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	e18.5	Female	OBIWAN 67 lane 8	18.5 days	19668531	19421919	99%	QIAgen RNeasy QIAzol	8.5	NA	NA
2325	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	e18.5	Female	OBIWAN 67 lane 8	18.5 days	22017888	21746564	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2326	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	e18.5	Female	OBIWAN 67 lane 8	18.5 days	25366209	25033842	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2633	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e18.5	Male	WINDU 14 lane 2	18.5 days	23640164	23461929	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2634	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e18.5	Male	WINDU 14 lane 2	18.5 days	25956270	25797538	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2635	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e18.5	Male	WINDU 14 lane 2	18.5 days	24474022	24260680	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2636	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e18.5	Male	WINDU 14 lane 2 / OBIWAN 117 lane 3	18.5 days	68872608	68204725	99%	QIAgen RNeasy QIAzol	7.5	NA	NA
2638	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e18.5	Female	WINDU 14 lane 2	18.5 days	28987492	28728830	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2639	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e18.5	Female	WINDU 14 lane 3	18.5 days	40241554	40005508	99%	QIAgen RNeasy QIAzol	8.1	NA	NA
2640	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	e18.5	Female	WINDU 14 lane 3	18.5 days	27964366	27662870	99%	QIAgen RNeasy QIAzol	8.7	NA	NA
5028	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	e18.5	Female	OBIWAN 138 lane 6	18.5 days	25763667	25426781	99%	QIAgen RNeasy DTT	9.8	NA	NA
1740	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	P0	Female	VADER 128 lane 1 / OBIWAN 100 lane 2	0 days post birth	65277814	64700608	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
1741	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	P0	Female	VADER 128 lane 3	0 days post birth	20015638	19876478	99%	QIAgen RNeasy QIAzol	7.5	NA	NA
1742	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	P0	Female	VADER 146 lane 5	0 days post birth	38593998	37961473	98%	QIAgen RNeasy QIAzol	8.6	NA	NA
1743	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	P0	Female	OBIWAN 49 lane 1	0 days post birth	19306170	19136130	99%	QIAgen RNeasy QIAzol	7.7	NA	NA
1744	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	P0	Female	VADER 146 lane 5	0 days post birth	31092937	30688538	99%	QIAgen RNeasy QIAzol	8.7	NA	NA
1745	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	P0	Female	OBIWAN 48 lane 8 / OBIWAN 100 lane 3	0 days post birth	52584112	52120787	99%	QIAgen RNeasy QIAzol	NA	8.8	NA
1900	Yes	Mouse (CD-1 (RjOrl:SWISS))	Forebrain/Cerebrum	P0	Female	OBIWAN 49 lane 2	0 days post birth	23014646	22853851	99%	QIAgen RNeasy QIAzol	8.2	NA	NA
1901	Yes	Mouse (CD-1 (RjOrl:SWISS))	Hindbrain/Cerebellum	P0	Female	OBIWAN 49 lane 3 / OBIWAN 100 lane 4	0 days post birth	82639190	81824565	99%	QIAgen RNeasy QIAzol	8	NA	NA
1902	Yes	Mouse (CD-1 (RjOrl:SWISS))	Heart	P0	Female	OBIWAN 67 lane 5	0 days post birth	31524009	30623291	97%	QIAgen RNeasy QIAzol	8	NA	NA
1903	Yes	Mouse (CD-1 (RjOrl:SWISS))	Kidney	P0	Female	VADER 146 lane 5	0 days post birth	28548158	28110515	98%	QIAgen RNeasy QIAzol	8.3	NA	NA
1904	Yes	Mouse (CD-1 (RjOrl:SWISS))	Liver	P0	Female	VADER 129 lane 7	0 days post birth	18459517	18303878	99%	QIAgen RNeasy QIAzol	6.9	NA	NA
1905	Yes	Mouse (CD-1 (RjOrl:SWISS))	Ovary	P0	Female	VADER 128 lane 2	0 days post birth	18585533	18469443	99%	QIAgen RNeasy QIAzol	8.5	NA	NA
